Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT1G05620,0.39,3.66609E-11,5.3261E-07,1
AT2G41410,0.39,1.72187E-07,0.002501536,1
AT4G39840,0.39,2.46809E-10,3.58564E-06,1
AT5G43830,0.38,3.77782E-10,5.48842E-06,1
AT4G23650,0.38,6.5023E-16,9.44654E-12,1
AT3G12630,0.38,1.70822E-09,2.4817E-05,1
AT5G66170,0.38,2.01291E-11,2.92435E-07,1
AT3G51920,0.38,4.43708E-11,6.44619E-07,1
AT4G21980,0.38,2.59296E-16,3.76705E-12,1
AT3G48260,0.38,2.5201E-16,3.6612E-12,1
AT2G45050,0.38,8.00918E-08,0.001163573,1
AT3G06300,0.38,2.54608E-09,3.69894E-05,1
AT3G48140,0.38,2.98128E-16,4.33121E-12,1
AT4G13930,0.38,1.39839E-07,0.002031577,1
AT3G19820,0.38,1.32277E-11,1.92173E-07,1
AT2G17420,0.38,2.60445E-10,3.78375E-06,1
AT2G37550,0.38,9.25563E-15,1.34466E-10,1
AT1G06390,0.38,6.99997E-16,1.01696E-11,1
AT3G20370,0.38,4.20954E-08,0.000611562,1
AT1G47128,0.38,4.48688E-12,6.51854E-08,1
AT1G75680,0.38,4.00365E-13,5.8165E-09,1
AT3G61260,0.38,1.40508E-10,2.0413E-06,1
AT3G56460,0.38,1.39157E-15,2.02167E-11,1
AT1G45688,0.38,6.90474E-17,1.00312E-12,1
AT1G28280,0.38,5.57826E-14,8.1041E-10,1
AT3G13720,0.38,3.27363E-15,4.75593E-11,1
AT1G12240,0.38,4.22588E-10,6.13935E-06,1
AT5G09810,0.38,1.41611E-14,2.05732E-10,1
AT5G53560,0.37,7.42977E-16,1.0794E-11,1
AT3G27090,0.37,3.04292E-15,4.42075E-11,1
AT5G43760,0.37,5.04318E-17,7.32673E-13,1
AT5G19760,0.37,4.99973E-09,7.26361E-05,1
AT5G18520,0.37,2.18023E-09,3.16744E-05,1
AT4G08230,0.37,3.67103E-13,5.33327E-09,1
AT3G15730,0.37,5.77025E-10,8.38302E-06,1
AT4G35750,0.37,2.91313E-08,0.00042322,1
AT4G20870,0.37,3.2356E-16,4.70068E-12,1
AT4G29160,0.37,2.71392E-15,3.94279E-11,1
AT3G13320,0.37,2.65983E-12,3.8642E-08,1
AT2G36380,0.37,8.18293E-11,1.18882E-06,1
AT1G70090,0.37,2.3072E-10,3.3519E-06,1
AT5G40890,0.37,2.33042E-14,3.38563E-10,1
AT5G42860,0.37,5.26758E-10,7.65274E-06,1
AT1G22440,0.37,5.57719E-11,8.10254E-07,1
AT5G37780,0.37,3.11091E-09,4.51953E-05,1
AT5G19860,0.37,4.0659E-12,5.90694E-08,1
AT5G44340,0.37,1.38308E-10,2.00933E-06,1
AT3G04720,0.37,2.15929E-12,3.13702E-08,1
AT3G12290,0.37,3.29205E-13,4.78268E-09,1
AT3G42050,0.37,2.10015E-13,3.0511E-09,1
AT2G39960,0.37,1.31849E-12,1.91551E-08,1
AT2G30980,0.37,6.98147E-14,1.01427E-09,1
AT3G57870,0.37,3.15933E-10,4.58988E-06,1
AT3G57020,0.37,7.06289E-10,1.0261E-05,1
AT1G02500,0.37,3.78595E-10,5.50023E-06,1
AT3G59920,0.36,2.27323E-11,3.30255E-07,1
AT5G42630,0.36,6.67567E-12,9.69841E-08,1
AT1G74920,0.36,1.54277E-12,2.24133E-08,1
AT5G66800,0.36,5.02083E-08,0.000729427,1
AT5G08290,0.36,2.81362E-14,4.08763E-10,1
AT3G46000,0.36,5.71543E-12,8.30337E-08,1
AT2G29960,0.36,2.72902E-09,3.96472E-05,1
AT4G26960,0.36,2.14079E-07,0.003110144,1
AT5G53760,0.36,6.28952E-17,9.13741E-13,1
AT4G32060,0.36,8.15635E-13,1.18495E-08,1
AT5G56350,0.36,2.01904E-11,2.93326E-07,1
AT3G46060,0.36,3.89556E-12,5.65947E-08,1
AT3G09980,0.36,1.68919E-09,2.45406E-05,1
AT5G55290,0.36,2.3497E-11,3.41364E-07,1
AT5G14240,0.36,2.58094E-11,3.74959E-07,1
AT3G07480,0.36,1.0549E-11,1.53256E-07,1
AT1G57620,0.36,1.6859E-11,2.44927E-07,1
AT5G10450,0.36,3.34759E-12,4.86338E-08,1
AT4G26710,0.36,1.7369E-09,2.52338E-05,1
AT4G30850,0.36,2.2234E-12,3.23015E-08,1
AT5G24850,0.36,7.46721E-11,1.08484E-06,1
AT1G67230,0.36,2.42164E-11,3.51816E-07,1
AT4G38510,0.36,1.36952E-10,1.98963E-06,1
AT2G47170,0.35,3.23786E-08,0.000470397,1
AT1G70550,0.35,5.50421E-07,0.007996511,1
AT4G22240,0.35,7.74222E-12,1.12479E-07,1
AT1G01490,0.35,1.20113E-11,1.745E-07,1
AT5G27450,0.35,1.21405E-13,1.76377E-09,1
AT3G28710,0.35,2.61101E-12,3.79328E-08,1
AT1G19870,0.35,8.84544E-14,1.28507E-09,1
AT2G42880,0.35,1.72974E-18,2.51297E-14,1
AT3G06890,0.35,2.98295E-13,4.33364E-09,1
AT5G67590,0.35,9.86064E-10,1.43255E-05,1
AT2G25610,0.35,2.40687E-14,3.4967E-10,1
AT3G52560,0.35,2.09815E-13,3.0482E-09,1
AT5G20900,0.35,4.95373E-08,0.000719678,1
AT3G07570,0.35,1.95695E-09,2.84306E-05,1
AT1G68140,0.35,2.24806E-10,3.26599E-06,1
AT5G04160,0.35,1.3887E-11,2.0175E-07,1
AT1G50670,0.35,2.93971E-16,4.2708E-12,1
AT4G22820,0.35,2.76594E-09,4.01835E-05,1
AT1G01630,0.35,6.02386E-11,8.75147E-07,1
AT1G15210,0.35,2.17937E-11,3.16619E-07,1
AT1G65590,0.35,5.80042E-13,8.42685E-09,1
AT4G21910,0.35,1.77772E-12,2.58267E-08,1
AT4G09000,0.35,1.21614E-11,1.76681E-07,1
AT2G42590,0.35,1.80765E-14,2.62615E-10,1
AT5G15580,0.35,1.25159E-12,1.81831E-08,1
AT2G20360,0.35,3.2748E-13,4.75763E-09,1
AT1G65840,0.35,2.36087E-14,3.42987E-10,1
AT3G61070,0.35,9.07277E-13,1.31809E-08,1
AT5G65390,0.35,5.07038E-07,0.007366254,1
AT1G50430,0.35,1.35482E-11,1.96829E-07,1
AT2G05710,0.35,9.81473E-11,1.42588E-06,1
AT1G22300,0.35,1.1322E-10,1.64485E-06,1
AT3G62270,0.35,1.3449E-12,1.95388E-08,1
AT4G00570,0.35,2.2222E-11,3.22841E-07,1
AT5G39950,0.35,1.81538E-11,2.63738E-07,1
AT3G27770,0.35,4.96879E-13,7.21867E-09,1
AT3G45230,0.35,7.39726E-10,1.07467E-05,1
AT3G62830,0.35,4.7941E-08,0.000696487,1
AT4G33360,0.34,6.63702E-10,9.64227E-06,1
AT2G42500,0.34,6.48073E-14,9.41521E-10,1
AT5G13060,0.34,4.95295E-08,0.000719564,1
AT1G26670,0.34,1.01515E-14,1.47482E-10,1
AT4G23850,0.34,2.30627E-13,3.35055E-09,1
AT3G46280,0.34,4.0991E-07,0.005955176,1
AT1G14830,0.34,1.73806E-12,2.52505E-08,1
AT4G21450,0.34,7.45767E-11,1.08345E-06,1
AT5G17920,0.34,2.41186E-09,3.50395E-05,1
AT4G29130,0.34,8.13641E-10,1.18206E-05,1
AT4G30860,0.34,5.74753E-08,0.000835001,1
AT5G24530,0.34,5.67794E-10,8.24891E-06,1
AT1G29340,0.34,5.16279E-12,7.5005E-08,1
AT5G45130,0.34,5.1964E-10,7.54934E-06,1
AT4G27720,0.34,1.73584E-16,2.52183E-12,1
AT2G18960,0.34,3.69775E-10,5.37209E-06,1
AT4G31920,0.34,8.70298E-11,1.26437E-06,1
AT1G51160,0.34,9.2968E-17,1.35064E-12,1
AT3G05490,0.34,3.22277E-10,4.68203E-06,1
AT1G74790,0.34,7.56975E-13,1.09973E-08,1
AT4G12590,0.34,2.4892E-10,3.61631E-06,1
AT2G38700,0.34,4.08939E-12,5.94107E-08,1
AT1G23260,0.34,3.67267E-16,5.33565E-12,1
AT1G64330,0.34,1.7718E-13,2.57407E-09,1
AT3G51370,0.34,3.55459E-16,5.16411E-12,1
AT5G18900,0.34,1.41077E-12,2.04957E-08,1
AT5G42080,0.34,7.75335E-11,1.12641E-06,1
AT1G25490,0.33,4.30893E-12,6.26001E-08,1
AT1G09330,0.33,3.19652E-11,4.6439E-07,1
AT1G76340,0.33,1.52807E-09,2.21998E-05,1
AT3G59760,0.33,1.88794E-09,2.7428E-05,1
AT3G07580,0.33,1.85864E-14,2.70023E-10,1
AT3G12490,0.33,1.16106E-10,1.68679E-06,1
AT4G17870,0.33,1.81977E-13,2.64377E-09,1
AT3G54690,0.33,2.04609E-09,2.97256E-05,1
AT2G38740,0.33,1.75737E-10,2.5531E-06,1
AT2G03680,0.33,1.11991E-08,0.000162701,1
AT3G09840,0.33,2.18303E-09,3.17151E-05,1
AT3G03100,0.33,7.69936E-10,1.11856E-05,1
AT3G23600,0.33,1.5114E-08,0.000219576,1
AT3G03150,0.33,3.42749E-08,0.000497945,1
AT5G04750,0.33,1.59415E-10,2.31598E-06,1
AT2G25490,0.33,6.99444E-12,1.01615E-07,1
AT5G39340,0.33,9.4285E-11,1.36977E-06,1
AT5G11280,0.33,3.86886E-08,0.000562068,1
AT1G26960,0.33,6.68886E-10,9.71758E-06,1
AT2G46505,0.33,1.44798E-10,2.10363E-06,1
AT2G17380,0.33,1.2143E-11,1.76413E-07,1
AT4G27960,0.33,1.26123E-14,1.83231E-10,1
AT3G17940,0.33,1.15278E-08,0.000167476,1
AT2G32080,0.33,6.68335E-14,9.70957E-10,1
AT2G35810,0.33,2.99483E-11,4.35089E-07,1
AT1G53310,0.33,1.02522E-11,1.48944E-07,1
AT2G46000,0.33,5.3032E-11,7.70448E-07,1
AT5G06370,0.33,7.11348E-12,1.03345E-07,1
AT5G41950,0.33,2.11413E-15,3.07141E-11,1
AT2G26300,0.33,4.8637E-13,7.06599E-09,1
AT3G51550,0.33,1.00757E-13,1.4638E-09,1
AT4G33910,0.32,6.08789E-14,8.84449E-10,1
AT4G27500,0.32,3.85853E-09,5.60568E-05,1
AT3G56310,0.32,4.08487E-10,5.9345E-06,1
AT5G59070,0.32,1.99825E-11,2.90306E-07,1
AT2G44350,0.32,1.48353E-09,2.15527E-05,1
AT2G22970,0.32,1.14767E-08,0.000166733,1
AT5G66920,0.32,5.08837E-10,7.39239E-06,1
AT4G34810,0.32,2.92563E-09,4.25035E-05,1
AT2G02760,0.32,1.91188E-09,2.77758E-05,1
AT1G76550,0.32,7.34564E-12,1.06717E-07,1
AT3G02580,0.32,2.42333E-13,3.52061E-09,1
AT1G43890,0.32,9.21356E-12,1.33855E-07,1
AT5G10840,0.32,6.30945E-09,9.16637E-05,1
AT4G08520,0.32,4.97123E-08,0.000722221,1
AT5G51400,0.32,3.44304E-11,5.00204E-07,1
AT1G28580,0.32,1.66579E-11,2.42006E-07,1
AT3G17780,0.32,5.11527E-07,0.007431465,1
AT3G22845,0.32,1.18242E-10,1.71782E-06,1
AT5G63650,0.32,2.83802E-17,4.12307E-13,1
AT1G31070,0.32,3.36943E-10,4.89511E-06,1
AT3G53610,0.32,5.17368E-11,7.51632E-07,1
AT3G09740,0.32,3.91626E-12,5.68955E-08,1
AT5G35630,0.32,1.49311E-11,2.16919E-07,1
AT3G52850,0.32,1.97166E-09,2.86442E-05,1
AT5G50180,0.32,2.62681E-09,3.81623E-05,1
AT3G12320,0.32,9.35935E-10,1.35973E-05,1
AT4G25360,0.32,9.75104E-13,1.41663E-08,1
AT5G24400,0.32,5.86767E-09,8.52456E-05,1
AT4G14270,0.32,2.52273E-08,0.000366502,1
AT1G76030,0.32,1.86894E-09,2.7152E-05,1
AT5G42420,0.32,1.58362E-09,2.30069E-05,1
AT5G42890,0.32,8.18053E-13,1.18847E-08,1
AT2G33120,0.32,2.37877E-10,3.45588E-06,1
AT1G06890,0.32,2.69137E-12,3.91002E-08,1
AT5G11890,0.32,1.56946E-10,2.28011E-06,1
AT2G44310,0.32,2.17976E-08,0.000316676,1
AT1G16920,0.32,2.64359E-10,3.84061E-06,1
AT3G10850,0.32,2.23336E-11,3.24463E-07,1
AT3G08610,0.32,3.21358E-09,4.66869E-05,1
AT2G32580,0.32,1.39777E-15,2.03067E-11,1
AT3G61580,0.32,6.83228E-09,9.92593E-05,1
AT5G43040,0.32,1.9322E-10,2.8071E-06,1
AT1G07420,0.32,2.41582E-12,3.5097E-08,1
AT5G04170,0.31,8.7896E-11,1.27695E-06,1
AT3G11800,0.31,1.42462E-13,2.06968E-09,1
AT1G14400,0.31,1.38494E-12,2.01204E-08,1
AT1G36980,0.31,8.39845E-11,1.22013E-06,1
AT2G45200,0.31,8.15062E-11,1.18412E-06,1
AT3G24750,0.31,1.2148E-09,1.76486E-05,1
AT2G29020,0.31,2.17542E-08,0.000316045,1
AT4G14550,0.31,2.00375E-09,2.91104E-05,1
AT4G02370,0.31,1.21341E-13,1.76285E-09,1
AT5G16510,0.31,2.887E-09,4.19424E-05,1
AT3G05200,0.31,1.21659E-07,0.001767465,1
AT3G12260,0.31,4.91972E-10,7.14736E-06,1
AT1G02360,0.31,1.05472E-10,1.5323E-06,1
AT5G37740,0.31,1.07774E-10,1.56575E-06,1
AT2G23310,0.31,8.85976E-11,1.28715E-06,1
AT3G54110,0.31,7.61693E-09,0.000110659,1
AT4G34160,0.31,4.51094E-13,6.55349E-09,1
AT2G01470,0.31,1.04151E-08,0.000151311,1
AT3G07470,0.31,1.00023E-08,0.000145313,1
AT2G39780,0.31,1.00721E-11,1.46328E-07,1
AT2G01970,0.31,2.01898E-11,2.93318E-07,1
AT4G39080,0.31,1.56216E-10,2.2695E-06,1
AT1G32050,0.31,2.98548E-09,4.33731E-05,1
AT1G09270,0.31,1.75254E-10,2.54609E-06,1
AT3G29350,0.31,1.59385E-13,2.31555E-09,1
AT2G31200,0.31,2.42987E-08,0.000353012,1
AT3G57340,0.31,9.28024E-12,1.34823E-07,1
AT2G46225,0.31,3.76374E-14,5.46796E-10,1
AT4G28770,0.31,5.81284E-11,8.44489E-07,1
AT4G16140,0.31,1.97192E-07,0.002864811,1
AT5G47780,0.31,1.33462E-11,1.93894E-07,1
AT2G47380,0.31,8.87583E-10,1.28948E-05,1
AT5G28840,0.31,6.74216E-11,9.79501E-07,1
AT5G45100,0.31,2.17189E-07,0.003155323,1
AT2G40620,0.31,2.46031E-11,3.57434E-07,1
AT3G21865,0.31,4.04584E-10,5.87779E-06,1
AT5G11860,0.30,4.21066E-12,6.11725E-08,1
AT1G01300,0.30,4.74136E-07,0.006888253,1
AT3G60600,0.30,1.04453E-08,0.00015175,1
AT4G38220,0.30,3.78568E-10,5.49983E-06,1
AT3G18820,0.30,4.40104E-09,6.39383E-05,1
AT4G30996,0.30,6.67044E-10,9.69082E-06,1
AT4G24805,0.30,9.60863E-08,0.001395941,1
AT1G47420,0.30,1.38529E-10,2.01255E-06,1
AT5G18460,0.30,1.9978E-07,0.002902405,1
AT3G20590,0.30,5.41385E-11,7.86525E-07,1
AT4G15790,0.30,2.83118E-09,4.11314E-05,1
AT5G54470,0.30,3.38982E-09,4.92473E-05,1
AT1G16180,0.30,3.92857E-09,5.70743E-05,1
AT1G49300,0.30,3.55028E-13,5.15784E-09,1
AT5G04740,0.30,2.23519E-11,3.24729E-07,1
AT3G20790,0.30,2.9568E-11,4.29564E-07,1
AT4G32285,0.30,1.33415E-10,1.93825E-06,1
AT5G57330,0.30,1.70495E-10,2.47694E-06,1
AT5G46630,0.30,1.03055E-16,1.49718E-12,1
AT5G63800,0.30,1.3651E-07,0.001983214,1
AT2G46780,0.30,3.15194E-09,4.57914E-05,1
AT4G31480,0.30,8.28522E-09,0.000120368,1
AT4G28220,0.30,7.42632E-12,1.0789E-07,1
AT5G35730,0.30,8.17456E-12,1.1876E-07,1
AT3G25040,0.30,3.74907E-10,5.44665E-06,1
AT5G49540,0.30,1.14475E-08,0.000166309,1
AT2G21970,0.30,2.38774E-10,3.4689E-06,1
AT1G75630,0.30,4.93306E-07,0.007166746,1
AT2G03120,0.30,1.29057E-07,0.001874933,1
AT1G80460,0.30,1.57064E-08,0.000228182,1
AT2G44500,0.30,3.12249E-08,0.000453636,1
AT3G07810,0.30,1.962E-11,2.8504E-07,1
AT5G25265,0.30,1.17158E-12,1.70207E-08,1
AT3G17820,0.30,1.35724E-09,1.97179E-05,1
AT3G02180,0.30,1.22245E-08,0.000177598,1
AT3G61430,0.30,3.6095E-07,0.005243875,1
AT5G08160,0.30,9.25677E-09,0.000134482,1
AT4G00710,0.30,4.10558E-08,0.000596458,1
AT5G20500,0.30,5.75268E-08,0.00083575,1
AT2G15570,0.29,2.44404E-10,3.55071E-06,1
AT4G35830,0.29,2.80275E-09,4.07184E-05,1
AT4G16190,0.29,1.06774E-08,0.000155121,1
AT3G24300,0.29,9.2059E-11,1.33743E-06,1
AT2G44740,0.29,9.84282E-10,1.42996E-05,1
AT2G40380,0.29,7.29886E-11,1.06038E-06,1
AT4G39390,0.29,1.29409E-07,0.001880049,1
AT5G43700,0.29,5.81614E-08,0.000844968,1
AT4G39820,0.29,1.39205E-14,2.02237E-10,1
AT4G16670,0.29,1.55485E-08,0.000225889,1
AT3G02880,0.29,3.33815E-11,4.84966E-07,1
AT4G12420,0.29,7.69017E-08,0.001117228,1
AT5G26940,0.29,2.4819E-11,3.6057E-07,1
AT1G74690,0.29,9.75892E-09,0.000141778,1
AT4G24330,0.29,2.08925E-07,0.003035269,1
AT3G05280,0.29,4.35643E-12,6.32902E-08,1
AT5G57700,0.29,2.02949E-14,2.94845E-10,1
AT3G55360,0.29,2.66174E-08,0.000386698,1
AT3G04830,0.29,8.09349E-10,1.17582E-05,1
AT4G26940,0.29,2.54272E-14,3.69406E-10,1
AT3G05900,0.29,2.46079E-09,3.57504E-05,1
AT1G75000,0.29,4.51127E-07,0.006553971,1
AT2G20930,0.29,1.74741E-10,2.53863E-06,1
AT1G57680,0.29,8.5193E-13,1.23768E-08,1
AT4G14030,0.29,2.35424E-07,0.003420233,1
AT4G39730,0.29,7.74997E-09,0.000112592,1
AT3G17240,0.29,2.22783E-08,0.000323659,1
AT4G24820,0.29,5.72835E-09,8.32215E-05,1
AT1G79340,0.29,3.58344E-08,0.000520602,1
AT5G53310,0.29,3.33816E-11,4.84968E-07,1
AT5G20550,0.29,7.93372E-13,1.15261E-08,1
AT4G01000,0.29,4.41983E-11,6.42113E-07,1
AT1G52340,0.29,3.31651E-08,0.000481823,1
AT1G32790,0.29,3.24578E-17,4.71546E-13,1
AT2G29430,0.29,9.50847E-11,1.38139E-06,1
AT2G17130,0.29,3.01149E-10,4.37509E-06,1
AT5G07470,0.29,1.9366E-09,2.8135E-05,1
AT5G67070,0.29,2.92408E-08,0.000424811,1
AT5G08530,0.29,1.16352E-07,0.001690362,1
AT3G51160,0.29,5.94212E-07,0.008632717,1
AT3G17090,0.29,5.33721E-11,7.7539E-07,1
AT4G21580,0.29,2.00696E-08,0.000291571,1
AT5G47060,0.29,4.36572E-08,0.000634252,1
AT5G47370,0.28,1.10849E-07,0.001610413,1
AT3G58500,0.28,5.69697E-08,0.000827656,1
AT5G50000,0.28,3.06164E-09,4.44795E-05,1
AT5G59420,0.28,1.50715E-09,2.18959E-05,1
AT4G32130,0.28,6.83076E-10,9.92373E-06,1
AT3G09470,0.28,1.90111E-14,2.76193E-10,1
AT5G54100,0.28,3.46416E-10,5.03274E-06,1
AT1G70330,0.28,8.27347E-09,0.000120197,1
AT3G11590,0.28,2.2718E-11,3.30047E-07,1
AT1G67030,0.28,4.14575E-11,6.02295E-07,1
AT2G17120,0.28,2.7142E-12,3.94319E-08,1
AT1G26850,0.28,4.39323E-09,6.38249E-05,1
AT5G08670,0.28,6.9485E-08,0.001009479,1
AT5G44210,0.28,6.09976E-09,8.86173E-05,1
AT1G30690,0.28,1.30555E-07,0.001896702,1
AT3G14430,0.28,1.67289E-09,2.43037E-05,1
AT1G03410,0.28,3.07679E-09,4.46997E-05,1
AT1G80500,0.28,7.56622E-08,0.00109922,1
AT5G40650,0.28,7.81193E-09,0.000113492,1
AT1G60780,0.28,8.69662E-09,0.000126344,1
AT2G07050,0.28,1.10986E-08,0.00016124,1
AT4G20890,0.28,1.40755E-08,0.000204488,1
AT2G36300,0.28,5.68856E-10,8.26434E-06,1
AT1G02430,0.28,1.91925E-08,0.000278828,1
AT1G04690,0.28,2.23815E-08,0.000325158,1
AT5G59880,0.28,5.88143E-07,0.008544547,1
AT1G13280,0.28,4.43396E-08,0.000644165,1
AT2G29390,0.28,9.92525E-13,1.44194E-08,1
AT2G04900,0.28,2.84774E-07,0.004137202,1
AT3G57950,0.28,1.1371E-07,0.001651981,1
AT1G65985,0.28,2.61933E-11,3.80536E-07,1
AT2G39130,0.28,1.46644E-09,2.13044E-05,1
AT1G54320,0.28,5.92155E-10,8.60283E-06,1
AT1G69460,0.28,4.00339E-08,0.000581613,1
AT4G38430,0.28,2.37609E-08,0.000345198,1
AT5G25170,0.28,7.31063E-08,0.001062088,1
AT1G77200,0.28,2.95397E-07,0.004291533,1
AT3G19420,0.28,2.29162E-10,3.32926E-06,1
AT3G44100,0.28,2.72246E-08,0.00039552,1
AT5G13440,0.28,2.75608E-10,4.00403E-06,1
AT3G46720,0.28,7.45259E-10,1.08271E-05,1
AT1G21080,0.28,2.24194E-12,3.25709E-08,1
AT4G22530,0.28,2.31811E-07,0.003367751,1
AT2G20990,0.28,3.61629E-10,5.25375E-06,1
AT4G13050,0.28,9.65503E-11,1.40268E-06,1
AT1G25450,0.28,1.23807E-10,1.79866E-06,1
AT1G48620,0.28,7.67602E-08,0.001115172,1
AT4G10140,0.28,2.10676E-12,3.06071E-08,1
AT1G33990,0.28,1.42841E-11,2.07519E-07,1
AT2G35190,0.28,4.39331E-08,0.000638261,1
AT5G45750,0.28,1.26071E-08,0.000183156,1
AT4G35260,0.28,3.97354E-07,0.005772757,1
AT1G76560,0.28,5.79074E-08,0.000841279,1
AT1G33230,0.27,1.77262E-10,2.57527E-06,1
AT3G54680,0.27,2.69059E-10,3.90889E-06,1
AT1G33240,0.27,6.52697E-09,9.48238E-05,1
AT5G20000,0.27,5.31E-10,7.71436E-06,1
AT2G45310,0.27,8.24151E-08,0.001197327,1
AT5G66675,0.27,4.40879E-10,6.40509E-06,1
AT5G49100,0.27,1.18897E-10,1.72734E-06,1
